,Entry,Personnel city
8083,2015,Newport News
8084,2015,Deer Park
8085,2015,Carpinteria
8086,2015,Auburn Hills
8087,2015,Auburn Hills
8088,2015,Deer Park
8089,2015,Seguin
8090,2015,Seguin
8091,2007,Deer Park
8092,2015,Auburn Hills
8093,2015,Seguin
8094,2015,Seguin
8095,2015,Seguin
8096,2015,Seguin
8097,2015,Seguin
8098,2015,Seguin
8099,2015,Seguin
8100,2015,Seguin
8101,2015,Seguin
8102,2015,Seguin
8103,2015,Seguin
8104,2015,Seguin
8105,2015,Newport News
8106,2015,Newport News
8107,2015,Newport News
8108,2015,Auburn Hills
8109,2015,Fletcher
8110,2015,Troy
8111,2015,Seguin
8112,2015,Seguin
8113,2015,Seguin
8114,2015,Deer Park
8115,2015,Seguin
8116,2015,Seguin
8117,2015,Culpeper
8118,2015,Chatham
8119,2015,Chatham
8120,2015,Newport News
8121,2015,Newport News
8122,2015,Newport News
8123,2015,Newport News
8124,2017,Auburn Hills
8125,2015,Newport News
8126,2015,Newport News
8127,2015,Newport News
8128,2015,Newport News
8129,2015,Deer Park
8130,2015,Deer Park
8131,2015,Newport News
8132,2015,Seguin
8133,2015,Deer Park
8134,2015,San Jose
8135,2015,Troy
8136,2015,San Jose
8137,2015,Troy
8138,2015,Newport News
8139,2015,Newport News
8140,2015,Seguin
8141,2015,Deer Park
8142,2015,Deer Park
8143,2015,Culpeper
8144,2015,Seguin
8145,2015,Seguin
8146,2015,Seguin
8147,2015,Seguin
8148,2015,San Jose
8149,2015,Seguin
8150,2015,Seguin
8151,2015,Culpeper
8152,2015,Culpeper
8153,2015,Newport News
8154,2015,Seguin
8155,2015,Seguin
8156,2015,Newport News
8157,2015,Auburn Hills
8158,2015,MIentown
8159,2015,Auburn Hills
8160,2015,Fletcher
8161,2015,Newport News
8162,2015,Newport News
8163,2015,Newport News
8164,2015,Newport News
8165,2015,Fletcher
8166,2015,Fletcher
8167,2015,Fletcher
8168,2015,Fletcher
8169,2015,Bellevue
8170,2015,Dearborn
8171,2015,Fletcher
8172,2015,Fletcher
8173,2015,Fletcher
8174,2015,Fletcher
8175,2015,Deer Park
8176,2015,Deer Park
8177,2015,Auburn Hills
8178,2001,San Jose
8179,2015,Auburn Hills
8180,2015,Troy
8181,2017,Auburn Hills
8182,2015,Seguin
8183,2015,Newport News
8184,2015,Newport News
8185,2015,Newport News
8186,2015,Newport News
8187,2015,Newport News
8188,2015,Seguin
8189,2015,Newport News
8190,2015,Newport News
8191,2015,Newport News
8192,2015,Auburn Hills
8193,2015,Chatham
8194,2015,Newport News
8195,2015,Auburn Hills
8196,2015,San Jose
8197,2015,Deer Park
8198,2015,Deer Park
8199,2015,Deer Park
8200,2015,Seguin
8201,2015,Seguin
8202,2015,Seguin
8203,2015,Seguin
8204,2015,Seguin
8205,2015,Seguin
8206,2015,Seguin
8207,2015,Seguin
8208,2015,Seguin
8209,2015,Deer Park
8210,2015,Seguin
8211,2015,Seguin
8212,2015,Seguin
8213,2015,Auburn Hills
8214,2015,Auburn Hills
8215,2015,Troy
8216,2015,Seguin
8217,2012,Auburn Hills
8218,2015,Fletcher
8219,2015,Fletcher
8220,2015,Fletcher
8221,2015,Fletcher
8222,2015,Fletcher
8223,2015,Fletcher
8224,2015,Fletcher
8225,2015,Fletcher
8226,2015,Fletcher
8227,2015,Deer Park
8228,2015,Deer Park
8229,2015,Deer Park
8230,2015,San Jose
8231,2013,Carpinteria
8232,2015,Auburn Hills
8233,2015,Troy
8234,2015,San Jose
8235,2015,Fletcher
8236,2015,Fletcher
8237,2015,Fletcher
8238,2015,San Jose
8239,2015,Fletcher
8240,2015,Fletcher
8241,2015,Fletcher
8242,2015,Fletcher
8243,2015,Fletcher
8244,2014,Carpinteria
8245,2015,Newport News
8246,2015,Newport News
8247,2015,Newport News
8248,2015,Newport News
8249,2015,Newport News
8250,2003,Newport News
8251,2003,Newport News
8252,2001,Troy
8253,2001,Auburn Hills
8254,1999,Auburn Hills
8255,2002,Auburn Hills
8256,2002,MIentown
8257,1999,MIentown
8258,2001,MIentown
8259,1998,Dearborn
8260,2002,Newport News
8261,1998,MIentown
8262,2002,Auburn Hills
8263,2002,Auburn Hills
8264,2000,Auburn Hills
8265,2002,Newport News
8266,2002,Auburn Hills
8267,2002,MIentown
8268,2002,MIentown
8269,2005,MIentown
8270,2002,Auburn Hills
8271,1992,Auburn Hills
8272,2002,Troy
8273,2002,Auburn Hills
8274,1985,Auburn Hills
8275,1990,Auburn Hills
8276,1990,Auburn Hills
8277,1990,Auburn Hills 
8278,1991,Newport News
8279,1991,Dearborn
8280,1991,Troy
8281,1981,Newport News
8282,1983,Newport News
8283,1971,Newport News
8284,1984,Newport News
8285,1978,Newport News
8286,1983,Newport News
8287,1987,Newport News
8288,1983,Newport News
8289,1986,Newport News
8290,1979,Newport News
8291,1983,Newport News
8292,1979,Newport News
8293,1986,Newport News
8294,1986,Newport News
8295,1986,Newport News
8296,1979,Newport News
8297,1983,Newport News
8298,1985,Newport News
8299,1975,Newport News
8300,1992,Newport News
8301,1987,Newport News
8302,1982,Newport News
8303,1976,Newport News
8304,1985,Newport News
8305,1979,Santa Teresa
8306,1980,Newport News
8307,1986,Newport News
8308,1987,Newport News
8309,1986,Newport News
8310,1990,Newport News
8311,1991,Newport News
8312,1991,Newport News
8313,1981,Newport News
8314,1992,Newport News
8315,1990,Newport News
8316,1992,Newport News
8317,1990,Newport News
8318,1987,Newport News
8319,1992,Newport News
8320,1994,Newport News
8321,1994,Auburn Hills
8322,1993,Auburn Hills
8323,1994,Auburn Hills
8324,1994,Auburn Hills
8325,1987,Dearborn
8326,1993,Newport News
8327,1995,Troy
8328,1995,Newport News
8329,1995,Troy
8330,1995,Newport News
8331,1995,Rochester
8332,1995,Newport News
8333,1995,Troy
8334,1995,Auburn Hills
8335,1995,Dearborn
8336,1995,Newport News
8337,1995,Troy
8338,1995,Auburn Hills
8339,1995,MIentown
8340,1995,Auburn Hills
8341,1995,Auburn Hills
8342,1996,Auburn Hills
8343,1990,Auburn Hills 
8344,1995,Auburn Hills
8345,1996,Newport News
8346,1996,Auburn Hills
8347,1996,Auburn Hills
8348,1996,Newport News
8349,1996,Troy
8350,1997,Auburn Hills
8351,2004,Auburn Hills
8352,1995,Newport News
8353,1997,Rochester
8354,1997,Auburn Hills
8355,1997,Auburn Hills
8356,1997,Auburn Hills
8357,1997,Auburn Hills
8358,1997,Dearborn
8359,1997,Troy
8360,1997,Auburn Hills 
8361,1996,Newport News
8362,1997,Auburn Hills
8363,1998,Auburn Hills
8364,1996,Newport News
8365,1997,Newport News
8366,1997,Auburn Hills 
8367,1997,Newport News
8368,1997,Newport News
8369,1997,Troy
8370,1997,Santa Teresa
8371,1997,Deer Park
8372,1998,Auburn Hills
8373,2000,Dearborn
8374,1998,Auburn Hills
8375,1998,Auburn Hills
8376,1998,San Jose
8377,1998,Rochester
8378,1998,Auburn Hills
8379,1998,Troy
8380,1998,Auburn Hills
8381,1998,Troy
8382,1999,Troy
8383,1988,Auburn Hills
8384,1998,Troy
8385,1998,Troy
8386,1998,Auburn Hills
8387,1998,Newport News
8388,1998,Auburn Hills
8389,1998,Auburn Hills
8390,1998,Auburn Hills
8391,1998,Troy
8392,1998,Troy
8393,1998,Troy
8394,1998,Troy
8395,1998,Newport News
8396,1998,MIentown
8397,1998,Auburn Hills
8398,1998,Newport News
8399,1998,Auburn Hills
8400,1998,Newport News
8401,1998,Troy
8402,1999,Newport News
8403,1998,Newport News
8404,1999,Auburn Hills
8405,1999,Auburn Hills
8406,1996,Troy
8407,1999,Newport News
8408,1999,Newport News
8409,1999,Auburn Hills
8410,1999,Troy
8411,1983,Newport News
8412,1996,Newport News
8413,1991,Newport News
8414,1999,Fletcher
8415,1998,Troy
8416,1999,Dearborn
8417,1999,Troy
8418,1999,Auburn Hills
8419,1999,Bellevue
8420,1993,Auburn Hills
8421,1999,Auburn Hills 
8422,1999,Auburn Hills
8423,1999,Troy
8424,1999,Auburn Hills
8425,1999,Auburn Hills
8426,1999,Auburn Hills
8427,1999,Troy
8428,1999,Auburn Hills 
8429,1999,Newport News
8430,1999,Newport News
8431,1999,Auburn Hills
8432,1999,Auburn Hills
8433,1999,Auburn Hills
8434,1999,Auburn Hills
8435,2000,Auburn Hills
8436,1998,MIentown
8437,2001,Auburn Hills
8438,1999,Auburn Hills
8439,1999,Auburn Hills
8440,1999,Troy
8441,1999,Auburn Hills
8442,1999,Auburn Hills
8443,1999,Auburn Hills
8444,1999,Troy
8445,1999,Troy
8446,1985,Santa Teresa
8447,1999,Dearborn
8448,1999,MIentown
8449,1999,Auburn Hills
8450,1999,Carpinteria
8451,1999,Auburn Hills
8452,1999,Auburn Hills
8453,1999,Auburn Hills
8454,1999,Auburn Hills
8455,1996,Newport News
8456,1999,Auburn Hills
8457,1999,Troy
8458,2000,Auburn Hills
8459,2000,Auburn Hills
8460,2000,Auburn Hills
8461,1997,Auburn Hills
8462,2000,Newport News
8463,2003,Dearborn
8464,2000,Auburn Hills
8465,2000,Auburn Hills
8466,1999,Troy
8467,2000,Troy
8468,2004,Auburn Hills
8469,1997,Troy
8470,2000,Auburn Hills
8471,2000,Auburn Hills
8472,2000,Auburn Hills
8473,2000,Auburn Hills
8474,2000,Auburn Hills
8475,2000,Troy
8476,2000,Auburn Hills
8477,2000,Auburn Hills
8478,2000,Auburn Hills
8479,2000,Auburn Hills
8480,2000,Auburn Hills
8481,2000,Auburn Hills
8482,2000,Troy
8483,2000,Auburn Hills
8484,2000,Auburn Hills
8485,1999,Auburn Hills
8486,2000,Troy
8487,1987,Auburn Hills
8488,2000,Auburn Hills
8489,2000,Auburn Hills 
8490,2000,Auburn Hills
8491,2000,Auburn Hills
8492,2000,Auburn Hills 
8493,1995,Auburn Hills
8494,2000,Auburn Hills 
8495,2000,Auburn Hills
8496,2000,Auburn Hills
8497,1999,Dearborn
8498,2000,Troy
8499,1999,Troy
8500,2000,Auburn Hills
8501,2000,Auburn Hills
8502,1999,Auburn Hills
8503,2006,Auburn Hills
8504,2000,MIentown
8505,2000,Deer Park
8506,1999,Auburn Hills
8507,2000,Newport News
8508,2000,Auburn Hills
8509,2000,Auburn Hills
8510,2001,Auburn Hills
8511,2001,Auburn Hills
8512,2000,Auburn Hills
8513,2001,Auburn Hills
8514,1999,Auburn Hills
8515,2001,Dearborn
8516,2001,Troy
8517,2001,Auburn Hills
8518,1997,Troy
8519,2000,Auburn Hills
8520,2001,Auburn Hills
8521,2001,Auburn Hills
8522,1999,Santa Teresa
8523,1998,Newport News
8524,1998,Auburn Hills
8525,1994,Auburn Hills
8526,1992,Bellevue
8527,1983,Troy
8528,1996,Troy
8529,2001,Auburn Hills
8530,1998,MIentown
8531,1999,MIentown
8532,1999,Auburn Hills 
8533,1998,Auburn Hills
8534,1999,Auburn Hills
8535,1987,Auburn Hills
8536,2000,Auburn Hills
8537,1998,Troy
8538,2001,Auburn Hills
8539,2001,Auburn Hills
8540,1986,Bellevue
8541,1999,Auburn Hills
8542,2001,Auburn Hills
8543,1998,Auburn Hills
8544,2000,Auburn Hills
8545,1999,Auburn Hills
8546,1998,Auburn Hills
8547,1986,Auburn Hills
8548,1976,Newport News
8549,2000,Auburn Hills
8550,2008,Auburn Hills
8551,1998,Auburn Hills
8552,2001,Auburn Hills
8553,2000,Auburn Hills
8554,2001,Auburn Hills
8555,1991,MIentown
8556,1997,Santa Teresa
8557,1995,Santa Teresa
8558,1997,MIentown
8559,1994,Auburn Hills
8560,1996,Troy
8561,1987,Auburn Hills
8562,1999,Auburn Hills
8563,2001,Auburn Hills
8564,2001,Auburn Hills
8565,2001,Auburn Hills
8566,2000,Auburn Hills
8567,2000,Auburn Hills
8568,2001,MIentown
8569,2001,Auburn Hills
8570,2000,Auburn Hills
8571,2000,Auburn Hills
8572,2000,Auburn Hills
8573,1999,Auburn Hills
8574,1995,Santa Teresa
8575,1999,Auburn Hills
8576,1971,Newport News
8577,1971,Newport News
8578,1971,Newport News
8579,1971,Newport News
8580,1971,Newport News
8581,1972,Newport News
8582,1974,Newport News
8583,1974,Newport News
8584,1974,Newport News
8585,1974,Newport News
8586,1975,Newport News
8587,1975,Newport News
8588,1975,Newport News
8589,1975,Newport News
8590,1975,Newport News
8591,1975,Newport News
8592,1977,Newport News
8593,1977,Newport News
8594,1978,Newport News
8595,1978,Newport News
8596,1978,Newport News
8597,1978,Newport News
8598,1978,Newport News
8599,1978,Newport News
8600,1978,Newport News
8601,1978,Newport News
8602,1978,Newport News
8603,1978,Newport News
8604,1978,Newport News
8605,1978,Newport News
8606,1978,Newport News
8607,1978,Newport News
8608,1978,Newport News
8609,1980,Newport News
8610,1980,Newport News
8611,1980,Newport News
8612,1980,Newport News
8613,1982,Newport News
8614,1983,Newport News
8615,1983,Newport News
8616,1983,Newport News
8617,1983,Newport News
8618,1983,Newport News
8619,1983,Newport News
8620,1983,Newport News
8621,1983,Newport News
8622,1984,Newport News
8623,1985,Newport News
8624,1985,Newport News
8625,1985,Newport News
8626,1985,Newport News
8627,1985,Newport News
8628,1985,Newport News
8629,1985,Newport News
8630,1990,Newport News
8631,1987,Newport News
8632,1988,Newport News
8633,1989,Newport News
8634,1989,Newport News
8635,1989,Newport News
8636,1989,Newport News
8637,1989,Newport News
8638,1989,Newport News
8639,1989,Newport News
8640,1989,Newport News
8641,1989,Newport News
8642,1989,Newport News
8643,1989,Newport News
8644,1991,Newport News
8645,1990,Newport News
8646,1990,Newport News
8647,1990,Newport News
8648,1990,Newport News
8649,1990,Newport News
8650,1990,Newport News
8651,1990,Newport News
8652,1990,Newport News
8653,1990,Newport News
8654,1990,Newport News
8655,1990,Newport News
8656,1990,Newport News
8657,1990,Newport News
8658,1991,Newport News
8659,1991,Newport News
8660,1991,Newport News
8661,2005,Auburn Hills
8662,2001,Auburn Hills
8663,2001,Bellevue
8664,1995,Auburn Hills
8665,1996,Auburn Hills
8666,1997,Auburn Hills
8667,1996,Auburn Hills
8668,1990,Auburn Hills
8669,2003,Auburn Hills
8670,1991,Newport News
8671,1991,Newport News
8672,1991,Newport News
8673,1991,Newport News
8674,1991,Newport News
8675,1991,Newport News
8676,1991,Newport News
8677,1991,Newport News
8678,1991,Newport News
8679,1991,Newport News
8680,1991,Newport News
8681,1991,Newport News
8682,1991,Newport News
8683,1991,Newport News
8684,1991,Newport News
8685,1992,Newport News
8686,2004,Newport News
8687,2004,Newport News
8688,1992,Newport News
8689,1992,Newport News
8690,1992,Newport News
8691,1992,Newport News
8692,1992,Newport News
8693,1992,Newport News
8694,1992,Newport News
8695,1992,Newport News
8696,1992,Newport News
8697,1992,Newport News
8698,1992,Newport News
8699,1992,Newport News
8700,1992,Newport News
8701,1992,Newport News
8702,1992,Newport News
8703,1992,Newport News
8704,1992,Newport News
8705,1992,Newport News
8706,1993,Newport News
8707,1994,Newport News
8708,1994,Newport News
8709,1994,Newport News
8710,1994,Newport News
8711,1994,Newport News
8712,1994,Newport News
8713,1994,Newport News
8714,1998,Newport News
8715,1998,Newport News
8716,1994,Newport News
8717,1994,Newport News
8718,1994,Newport News
8719,1995,Newport News
8720,1994,Newport News
8721,1994,Newport News
8722,1994,Newport News
8723,1994,Newport News
8724,1995,Newport News
8725,1995,Newport News
8726,1995,Newport News
8727,2003,Newport News
8728,1996,Newport News
8729,1996,Newport News
8730,1996,Newport News
8731,1996,Newport News
8732,1997,Newport News
8733,1997,Newport News
8734,1997,Newport News
8735,1996,Newport News
8736,1996,Newport News
8737,1996,Newport News
8738,2012,Newport News
8739,1997,Newport News
8740,1997,Newport News
8741,1997,Newport News
8742,1997,Newport News
8743,1998,Newport News
8744,1997,Newport News
8745,1998,Newport News
8746,1998,Newport News
8747,1998,Newport News
8748,1998,Newport News
8749,1999,Newport News
8750,1998,Newport News
8751,1998,Newport News
8752,2000,Newport News
8753,1998,Newport News
8754,1998,Newport News
8755,1998,Newport News
8756,1998,Newport News
8757,1999,Newport News
8758,1998,Newport News
8759,1999,Newport News
8760,1999,Newport News
8761,1999,Newport News
8762,1999,Newport News
8763,1999,Newport News
8764,1999,Newport News
8765,2001,Auburn Hills
8766,1995,MIentown
8767,2000,Auburn Hills
8768,1999,Newport News
8769,2001,Newport News
8770,2002,MIentown
8771,2002,Newport News
8772,2004,Newport News
8773,2003,Auburn Hills
8774,2003,Auburn Hills
8775,2000,MIentown
8776,2003,Newport News
8777,2001,Auburn Hills
8778,2003,Auburn Hills
8779,1994,Auburn Hills
8780,2002,Auburn Hills
8781,2003,Newport News
8782,2003,MIentown
8783,2003,Auburn Hills 
8784,2003,Auburn Hills
8785,2003,Newport News
8786,2003,Newport News
8787,2003,Auburn Hills
8788,2001,Auburn Hills
8789,2003,Santa Teresa
8790,2003,MIentown
8791,2003,Auburn Hills
8792,2003,Auburn Hills
8793,2003,Newport News
8794,2003,Newport News
8795,2002,Auburn Hills
8796,1991,Auburn Hills
8797,2003,Newport News
8798,2003,MIentown
8799,2003,MIentown
8800,2002,MIentown
8801,2003,MIentown
8802,2003,Auburn Hills
8803,2003,Newport News
8804,2003,Newport News
8805,2003,Auburn Hills
8806,2003,Auburn Hills
8807,2003,Newport News
8808,2004,Newport News
8809,2004,Newport News
8810,2004,Newport News
8811,2004,Newport News
8812,2004,Newport News
8813,1998,Bellevue
8814,1988,Auburn Hills
8815,2004,Newport News
8816,2004,Auburn Hills
8817,2004,Auburn Hills
8818,1994,Auburn Hills 
8819,2004,Newport News
8820,2000,Auburn Hills
8821,2004,Newport News
8822,2004,Auburn Hills
8823,2004,Auburn Hills
8824,2004,Auburn Hills
8825,1999,Santa Teresa
8826,2002,Auburn Hills
8827,2004,Newport News
8828,2004,Newport News
8829,1999,Auburn Hills
8830,2004,Newport News
8831,2004,Newport News
8832,2004,Newport News
8833,2004,Newport News
8834,1998,Troy
8835,2004,Auburn Hills
8836,2004,Auburn Hills
8837,2004,Auburn Hills
8838,2005,Newport News
8839,2004,Newport News
8840,2004,Santa Teresa
8841,1983,Auburn Hills
8842,2000,Auburn Hills
8843,2004,Newport News
8844,2001,Auburn Hills
8845,2004,Newport News
8846,2004,Newport News
8847,2004,Newport News
8848,2004,Auburn Hills
8849,2006,Chatham
8850,2004,Auburn Hills
8851,2004,Seguin
8852,2004,Chatham
8853,1987,Auburn Hills
8854,2004,MIentown
8855,2004,MIentown
8856,2004,Deer Park
8857,2004,Newport News
8858,1996,Fletcher
8859,2012,Newport News
8860,2004,Auburn Hills
8861,2004,Troy
8862,2004,Auburn Hills
8863,2004,Newport News
8864,2004,Newport News
8865,2001,Auburn Hills
8866,2004,Auburn Hills
8867,2003,Troy
8868,2001,Troy
8869,2004,Newport News
8870,2004,Auburn Hills
8871,2004,Auburn Hills
8872,2004,MIentown
8873,2004,Auburn Hills
8874,2000,Troy
8875,2004,Troy
8876,2004,Troy
8877,2004,MIentown
8878,2003,Auburn Hills
8879,2004,Newport News
8880,2004,Newport News
8881,2004,Chatham
8882,2004,Auburn Hills
8883,2004,Troy
8884,2004,Auburn Hills 
8885,2004,Auburn Hills
8886,2004,Troy
8887,2004,Auburn Hills
8888,2004,Troy
8889,2004,Newport News
8890,2004,Deer Park
8891,2005,Auburn Hills
8892,1997,Auburn Hills
8893,2000,Auburn Hills
8894,2005,Auburn Hills 
8895,2005,Auburn Hills
8896,2005,Auburn Hills 
8897,2005,Auburn Hills
8898,2004,MIentown
8899,2002,Auburn Hills 
8900,2005,Newport News
8901,1997,Auburn Hills
8902,2005,Auburn Hills
8903,2005,Newport News
8904,2005,Bellevue
8905,2005,Troy
8906,1999,Troy
8907,2004,Auburn Hills
8908,2005,Troy
8909,2005,Auburn Hills
8910,2005,Auburn Hills
8911,2005,Troy
8912,2005,Newport News
8913,2001,Auburn Hills
8914,2005,Auburn Hills
8915,2004,Troy
8916,2005,Chatham
8917,2005,Auburn Hills
8918,2005,Newport News
8919,2004,Newport News
8920,1993,Newport News
8921,2005,Bellevue
8922,2005,Newport News
8923,2013,Newport News
8924,2005,Auburn Hills
8925,2005,Newport News
8926,1999,Auburn Hills
8927,2004,Troy
8928,2010,Newport News
8929,1991,Troy
8930,2000,Auburn Hills
8931,2005,Auburn Hills
8932,2005,Troy
8933,2005,MIentown
8934,2003,Santa Teresa
8935,2005,Troy
8936,2005,Auburn Hills
8937,2005,Auburn Hills
8938,2005,Auburn Hills
8939,2005,Auburn Hills
8940,2011,Newport News
8941,2005,Newport News
8942,2005,Troy
8943,2005,Tucson
8944,2003,Chatham
8945,2005,Chatham
8946,2005,Troy
8947,2004,Santa Teresa
8948,2005,Auburn Hills
8949,2004,Newport News
8950,1997,Deer Park
8951,2004,Auburn Hills
8952,2005,Auburn Hills
8953,1998,Auburn Hills
8954,2005,Deer Park
8955,2005,Newport News
8956,2007,Troy
8957,2001,Troy
8958,2005,Auburn Hills
8959,2006,Auburn Hills
8960,2006,MIentown
8961,1995,Auburn Hills
8962,2006,Troy
8963,2006,Auburn Hills
8964,2006,Auburn Hills
8965,2006,Auburn Hills
8966,2000,Auburn Hills
8967,2006,Auburn Hills
8968,2012,Auburn Hills
8969,2005,Auburn Hills
8970,2006,Chatham
8971,2005,Auburn Hills
8972,2006,Auburn Hills
8973,2003,Auburn Hills
8974,2006,Auburn Hills
8975,2006,Auburn Hills
8976,2006,Chatham
8977,1992,Auburn Hills
8978,2006,Auburn Hills
8979,2001,Newport News
8980,2001,Newport News
8981,2006,Auburn Hills
8982,2002,Newport News
8983,2006,Auburn Hills
8984,2006,Auburn Hills
8985,2006,Chatham
8986,2006,Newport News
8987,2006,MIentown
8988,2004,Auburn Hills
8989,2006,Chatham
8990,2006,Auburn Hills
8991,2000,Auburn Hills
8992,2004,Auburn Hills
8993,2005,Auburn Hills
8994,2006,Auburn Hills
8995,2006,Auburn Hills
8996,2006,MIentown
8997,2006,MIentown
8998,2006,MIentown
8999,2006,Auburn Hills
9000,2006,Deer Park
9001,2006,MIentown
9002,2006,Newport News
9003,2006,MIentown
9004,2008,Auburn Hills
9005,2006,MIentown
9006,2006,Auburn Hills
9007,2005,Auburn Hills
9008,2005,Newport News
9009,2007,Auburn Hills
9010,2007,Auburn Hills
9011,2004,Dearborn
9012,2001,Troy
9013,2001,Dearborn
9014,2001,Dearborn
9015,2000,Dearborn
9016,2000,Troy
9017,2001,Dearborn
9018,2000,Dearborn
9019,2002,Dearborn
9020,1994,Dearborn
9021,2007,Newport News
9022,1986,Dearborn
9023,2010,Dearborn
9024,2004,Dearborn
9025,2002,Troy
9026,1995,Dearborn
9027,2013,San Jose
9028,2005,Auburn Hills
9029,2001,Tucson
9030,2007,Newport News
9031,2007,Newport News
9032,2007,Newport News
9033,2007,Troy
9034,2007,Auburn Hills
9035,1995,Auburn Hills
9036,2003,Newport News
9037,2008,Auburn Hills
9038,2006,Auburn Hills
9039,2010,Auburn Hills
9040,2005,Auburn Hills
9041,2007,Auburn Hills
9042,2004,Troy
9043,2005,Auburn Hills
9044,2007,Troy
9045,2007,Auburn Hills
9046,2006,MIentown
9047,2003,Auburn Hills
9048,2008,Auburn Hills
9049,2001,MIentown
9050,2004,Auburn Hills
9051,2003,Newport News
9052,2007,Troy
9053,2006,Auburn Hills
9054,2007,Dearborn
9055,2005,Auburn Hills
9056,2007,Chatham
9057,2004,Auburn Hills
9058,1989,Chatham
9059,1990,Chatham
9060,2008,Chatham
9061,2001,Chatham
9062,2000,Chatham
9063,2000,Chatham
9064,1998,Chatham
9065,2000,Chatham
9066,1973,Chatham
9067,1976,Chatham
9068,1977,Chatham
9069,1977,Chatham
9070,1978,Chatham
9071,1978,Chatham
9072,1979,Chatham
9073,1979,Chatham
9074,1984,Chatham
9075,1983,Chatham
9076,1984,Chatham
9077,1984,Chatham
9078,1986,Chatham
9079,1985,Chatham
9080,1985,Chatham
9081,1989,Chatham
9082,1989,Chatham
9083,1990,Chatham
9084,1994,Chatham
9085,1995,Chatham
9086,1995,Chatham
9087,1996,Chatham
9088,1996,Chatham
9089,1996,Chatham
9090,1997,Chatham
9091,1998,Chatham
9092,1998,Chatham
9093,1999,Chatham
9094,1999,Chatham
9095,1999,Chatham
9096,2000,Chatham
9097,1999,Chatham
9098,2000,Chatham
9099,2000,Chatham
9100,2000,Chatham
9101,2000,Chatham
9102,2000,Chatham
9103,2000,Chatham
9104,2000,Chatham
9105,2000,Chatham
9106,2001,Chatham
9107,2001,Chatham
9108,2002,Chatham
9109,2013,Chatham
9110,2001,Chatham
9111,2002,Chatham
9112,2002,Chatham
9113,2002,Chatham
9114,2002,Chatham
9115,2002,Chatham
9116,1998,Chatham
9117,2002,Chatham
9118,2005,Chatham
9119,2003,Chatham
9120,2003,Chatham
9121,1999,Chatham
9122,1986,Chatham
9123,1997,Chatham
9124,1998,Chatham
9125,1998,Chatham
9126,1998,Chatham
9127,2000,Chatham
9128,1986,Chatham
9129,2002,Auburn Hills
9130,2007,Newport News
9131,2007,Auburn Hills
9132,2004,Auburn Hills
9133,2007,Auburn Hills
9134,2001,Dearborn
9135,2007,Deer Park
9136,2003,Auburn Hills
9137,1997,Newport News
9138,2008,Troy
9139,2010,Auburn Hills
9140,1993,Auburn Hills
9141,2007,MIentown
9142,2000,Auburn Hills
9143,2008,Auburn Hills
9144,2008,Auburn Hills
9145,2008,Auburn Hills
9146,2007,MIentown
9147,2008,Auburn Hills
9148,2007,MIentown
9149,2003,Auburn Hills
9150,2008,Troy
9151,2008,MIentown
9152,2005,Fountain Inn
9153,2007,MIentown
9154,2008,Auburn Hills
9155,2008,Auburn Hills
9156,2008,Auburn Hills
9157,1998,Deer Park
9158,2008,Troy
9159,2008,Auburn Hills
9160,2003,MIentown
9161,2008,Auburn Hills
9162,2007,Auburn Hills
9163,2008,Auburn Hills
9164,2007,Newport News
9165,2008,Auburn Hills
9166,1998,Montvale
9167,1990,Fort Mill
9168,1980,Fort Mill
9169,1984,Fort Mill
9170,1997,Fort Mill
9171,1970,Fort Mill
9172,1984,Sumter
9173,1986,Sumter
9174,1984,Mount Vernon
9175,1979,Auburn Hills
9176,1995,Mount Vernon
9177,1985,Fort Mill
9178,1995,Charlotte
9179,1997,Fort Mill
9180,1983,Mount Vernon
9181,1996,Fort Mill
9182,1999,Fort Mill
9183,2002,Fort Mill
9184,1996,Fort Mill
9185,1997,Fort Mill
9186,1979,Barnsville
9187,1996,Fort Mill
9188,1998,Fort Mill
9189,1981,Fort Mill
9190,1976,Fort Mill
9191,1998,Fort Mill
9192,1994,Fort Mill
9193,1985,Fort Mill
9194,1981,Fort Mill
9195,1995,Fort Mill
9196,1997,Fort Mill
9197,1990,Fort Mill
9198,1984,Fort Mill
9199,1998,Fort Mill
9200,1991,Fort Mill
9201,1997,Fort Mill
9202,1998,Fort Mill
9203,2007,Barnsville
9204,1974,Barnsville
9205,1981,Barnsville
9206,1995,Fort Mill
9207,1984,Barnsville
9208,1973,Barnsville
9209,1969,Barnsville
9210,1965,Barnsville
9211,1995,Fort Mill
9212,1976,Fort Mill
9213,1977,Fort Mill
9214,1973,Fort Mill
9215,1978,Fort Mill
9216,1999,Fort Mill
9217,1975,Fort Mill
9218,1986,Fort Mill
9219,1995,Fort Mill
9220,1979,Fort Mill
9221,1969,Fort Mill
9222,1995,Fort Mill
9223,1972,Fort Mill
9224,1996,Fort Mill
9225,1968,Fort Mill
9226,1997,Fort Mill
9227,1980,Fort Mill
9228,1974,Fort Mill
9229,1977,Fort Mill
9230,1976,Mount Vernon
9231,1997,Fort Mill
9232,1990,Fort Mill
9233,1979,Fort Mill
9234,1987,Mount Vernon
9235,1992,Fort Mill
9236,1992,Fort Mill
9237,1973,Fort Mill
9238,1995,Fort Mill
9239,1975,Fort Mill
9240,1989,Fort Mill
9241,1992,Fort Mill
9242,1996,Fort Mill
