,Entry,Employee Subgroup
13496,2015,Nonexempt
13497,2015,Hourly
13499,2015,Hourly
13500,2015,Nonexempt
13501,2015,Hourly
13502,2015,Hourly
13503,2015,Hourly
13504,2015,Nonexempt
13506,2015,Hourly
13508,2015,Hourly
13509,2015,Salary Grade 12
13510,2015,Salary Grade Less 12
13511,2015,Salary Grade Less 12
13512,2015,Salary Grade Less 12
13513,2015,Nonexempt
13516,1993,Executive
13517,2015,Salary Grade Less 12
13518,2015,Hourly
13519,2015,Hourly
13521,2015,Salary Grade Less 12
13522,2004,Salary Grade 12
13523,2015,Salary Grade Less 12
13524,2015,Salary Grade Less 12
13527,2015,Hourly
13529,1999,Executive
13531,2015,Salary Grade Less 12
13532,2015,Hourly
13533,2015,Hourly
13534,2015,Hourly
13535,2015,Executive
13537,2015,Salary Grade Less 12
13538,2015,Salary Grade Less 12
13539,2015,Salary Grade 12
13540,2015,Hourly
13543,2015,Salary Grade 12
13544,2015,Hourly
13545,2015,Hourly
13546,2015,Hourly
13547,2015,Hourly
13548,2015,Hourly
13549,2015,Hourly
13550,2015,Hourly
13551,2015,Hourly
13552,2015,Hourly
13553,2015,Hourly
13554,2015,Hourly
13557,2015,Salary Grade Less 12
13558,2015,Hourly
13559,2015,Salary Grade Less 12
13560,2015,Hourly
13561,2015,Hourly
13564,2015,Hourly
13567,2010,Salary Grade Less 12
13568,2015,Nonexempt
13570,2015,Hourly
13572,2015,Nonexempt
13573,2015,Hourly
13574,2015,Hourly
13575,2015,Hourly
13576,2015,Hourly
13577,2015,Hourly
13578,2015,Salary Grade Less 12
13579,2015,Executive
13580,2015,Hourly
13581,2015,Hourly
13583,2015,Hourly
13585,2015,Hourly
13586,2015,Hourly
13587,2015,Hourly
13588,2015,Hourly
13589,2015,Nonexempt
13590,2015,Hourly
13591,2015,Hourly
13592,2015,Hourly
13594,2015,Hourly
13595,2015,Hourly
13597,2015,Hourly
13598,2015,Hourly
13599,2015,Salary Grade 12
13600,2015,Hourly
13601,2015,Hourly
13603,2015,Salary Grade Less 12
13604,2015,Salary Grade Less 12
13605,2015,Salary Grade Less 12
13606,2015,Salary Grade Less 12
13607,2015,Salary Grade Less 12
13608,2015,Hourly
13609,2015,Hourly
13610,2015,Hourly
13611,2015,Hourly
13612,2015,Hourly
13613,2015,Hourly
13614,2015,Hourly
13615,2015,Hourly
13616,2015,Hourly
13617,2015,Hourly
13619,2015,Hourly
13620,2015,Hourly
13621,2015,Hourly
13622,2015,Hourly
13623,2015,Hourly
13624,2015,Hourly
13625,2015,Nonexempt
13626,2015,Salary Grade Less 12
13627,2015,Hourly
13628,2015,Nonexempt
13629,2015,Nonexempt
13634,2015,Nonexempt
13635,2015,Hourly
13637,2015,Salary Grade Less 12
13639,2015,Hourly
13640,2015,Hourly
13641,2015,Hourly
13642,2015,Hourly
13644,2015,Hourly
13645,2015,Hourly
13646,2015,Hourly
13647,2015,Hourly
13648,2015,Hourly
13649,2015,Salary Grade Less 12
13650,2015,Nonexempt
13651,2015,Hourly
13652,1998,Executive
13653,2015,Salary Grade Less 12
13654,2015,Nonexempt
13655,2015,Hourly
13656,2015,Nonexempt
13657,2015,Salary Grade Less 12
13662,2015,Hourly
13663,2015,Salary Grade Less 12
13665,2015,Salary Grade 12
13666,2015,Salary Grade Less 12
13668,2015,Salary Grade Less 12
13669,2015,Nonexempt
13670,2015,Hourly
13671,2015,Hourly
13672,2015,Hourly
13673,2015,Hourly
13676,2015,Hourly
13677,2015,Hourly
13678,2015,Hourly
13679,2015,Hourly
13680,2015,Hourly
13681,2015,Hourly
13682,2015,Hourly
13683,2012,Salary Grade 12
13684,2015,Hourly
13685,2015,Hourly
13686,2015,Hourly
13687,2015,Hourly
13688,2015,Hourly
13689,2015,Hourly
13691,2015,Hourly
13693,2015,Hourly
13694,2015,Hourly
13695,2015,Salary Grade 12
13696,2015,Salary Grade Less 12
13698,2015,Salary Grade Less 12
13702,2015,Hourly
13703,2015,Hourly
13704,2015,Hourly
13705,2015,Hourly
13707,2015,Hourly
13708,2015,Hourly
13709,2015,Hourly
13710,2015,Hourly
13711,2015,Hourly
13712,2015,Hourly
13713,2015,Hourly
13714,2015,Hourly
13715,2015,Hourly
13716,2015,Hourly
13717,2015,Hourly
13718,2015,Hourly
13721,2015,Hourly
13723,2015,Hourly
13724,2015,Hourly
13725,2015,Nonexempt
13726,2015,Nonexempt
13727,2015,Salary Grade Less 12
13728,2015,Hourly
13729,2015,Hourly
13734,2015,Hourly
13735,2013,Salary Grade Less 12
13736,2015,Salary Grade 12
13737,2015,Salary Grade Less 12
13738,2015,Salary Grade Less 12
13739,2015,Hourly
13742,2015,Salary Grade Less 12
13743,2015,Nonexempt
13744,2015,Salary Grade Less 12
13745,2015,Salary Grade Less 12
13747,2015,Hourly
13748,2015,Hourly
13749,2015,Hourly
13750,2015,Nonexempt
13751,2015,Hourly
13752,2015,Hourly
13753,2015,Salary Grade Less 12
13754,2015,Hourly
13756,2015,Hourly
13761,2015,Hourly
13762,2009,Executive
13763,2015,Hourly
13764,2015,Hourly
13765,2015,Hourly
13766,2015,Hourly
13767,2015,Hourly
13768,2015,Hourly
13769,2015,Hourly
13775,2015,Salary Grade Less 12
13776,2015,Hourly
13777,2015,Salary Grade Less 12
13779,2015,Salary Grade Less 12
13780,2015,Salary Grade Less 12
13782,2015,Salary Grade Less 12
13783,2015,Nonexempt
13784,2015,Salary Grade Less 12
13785,2015,Salary Grade Less 12
13786,2015,Hourly
13787,2015,Executive
13788,2015,Salary Grade Less 12
13789,2015,Hourly
13790,2015,Hourly
13791,2012,Salary Grade Less 12
13792,2015,Hourly
13793,2015,Hourly
13795,2015,Hourly
13797,2015,Hourly
13798,2015,Hourly
13799,2015,Hourly
13800,2015,Hourly
13801,2015,Hourly
13803,2015,Hourly
13804,2015,Hourly
13811,1990,Executive
13813,2015,Hourly
13814,2015,Hourly
13815,2015,Hourly
13816,2015,Hourly
13817,2015,Salary Grade Less 12
13819,2015,Hourly
13820,2015,Salary Grade Less 12
13824,2015,Hourly
13825,2015,Salary Grade Less 12
13827,2015,Hourly
13828,2015,Hourly
13829,2015,Hourly
13830,2015,Nonexempt
13831,2015,Hourly
13832,2015,Salary Grade Less 12
13833,2015,Hourly
13834,1997,Senior Executive
13836,2015,Hourly
13837,2015,Hourly
13838,2015,Hourly
13839,2015,Nonexempt
13840,2015,Nonexempt
13841,2015,Hourly
13842,2015,Hourly
13843,2015,Hourly
13847,2015,Hourly
13848,2007,Salary Grade 12
13849,2010,Executive
13853,2015,Hourly
13854,2015,Nonexempt
13855,2015,Hourly
13856,2015,Hourly
13857,2013,Salary Grade Less 12
13858,2015,Hourly
13859,2015,Salary Grade Less 12
13860,2015,Hourly
13861,2015,Hourly
13862,2015,Hourly
13865,2015,Hourly
13866,2015,Hourly
13867,2015,Salary Grade Less 12
13868,2015,Salary Grade 12
13869,2011,Salary Grade Less 12
13870,2015,Salary Grade Less 12
13874,2015,Hourly
13875,2015,Salary Grade Less 12
13876,2009,Salary Grade Less 12
13877,2015,Salary Grade 12
13878,2015,Salary Grade Less 12
13879,2011,Executive
13881,2015,Nonexempt
13883,2015,Hourly
13884,2015,Hourly
13885,2015,Hourly
13887,2015,Hourly
13894,2015,Hourly
13895,2015,Salary Grade Less 12
13897,2015,Hourly
13898,2015,Hourly
13899,2015,Hourly
13900,2015,Salary Grade Less 12
13901,2015,Hourly
13902,2015,Hourly
13904,2015,Executive
13911,2015,Salary Grade Less 12
13912,2015,Nonexempt
13913,2015,Nonexempt
13914,2015,Salary Grade Less 12
13915,2015,Nonexempt
13916,2015,Salary Grade Less 12
13917,2015,Salary Grade Less 12
13921,2015,Hourly
13922,2015,Salary Grade Less 12
13924,2015,Hourly
13925,2015,Hourly
13928,2015,Hourly
13929,2015,Hourly
13930,2015,Salary Grade Less 12
13931,2015,Hourly
13932,2015,Hourly
13933,2015,Hourly
13934,2015,Hourly
13935,2012,Salary Grade Less 12
13936,2009,Salary Grade Less 12
13937,2015,Hourly
13938,2008,Salary Grade Less 12
13939,2015,Salary Grade Less 12
13940,2015,Hourly
13941,2015,Hourly
13942,2015,Hourly
13943,2015,Hourly
13944,2015,Hourly
13945,2015,Salary Grade 12
13946,2015,Hourly
13947,2015,Salary Grade Less 12
13948,2015,Hourly
13952,2015,Nonexempt
13955,2015,Hourly
13956,2015,Hourly
13957,2015,Hourly
13958,2015,Hourly
13959,2015,Hourly
13960,2015,Hourly
13961,2015,Hourly
13962,2015,Nonexempt
13963,2015,Hourly
13964,2015,Hourly
13965,2015,Salary Grade 12
13966,2015,Nonexempt
13967,2015,Hourly
13968,2015,Hourly
13969,2015,Hourly
13970,2015,Hourly
13971,2015,Nonexempt
13972,2015,Hourly
13973,2015,Hourly
13974,2015,Salary Grade Less 12
13975,2015,Hourly
13977,2015,Hourly
13978,2015,Hourly
13979,2015,Nonexempt
13986,2015,Nonexempt
13987,2015,Salary Grade Less 12
13988,2015,Hourly
13989,2015,Nonexempt
13993,2015,Hourly
13994,2015,Hourly
13995,2015,Hourly
13996,2007,Salary Grade Less 12
14000,2015,Hourly
14004,2015,Hourly
14006,2015,Hourly
14007,2015,Hourly
14008,2015,Hourly
14009,2015,Salary Grade Less 12
14010,2015,Nonexempt
14011,2015,Hourly
14015,2015,Hourly
14016,2015,Hourly
14017,2015,Hourly
14018,2015,Hourly
14019,2015,Hourly
14020,2015,Hourly
14021,2015,Salary Grade 12
14022,2015,Executive
14025,2006,Salary Grade Less 12
14029,2015,Hourly
14030,2015,Hourly
14031,2015,Salary Grade Less 12
14035,2015,Hourly
14036,2015,Hourly
14037,2015,Hourly
14038,2015,Hourly
14044,2015,Hourly
14045,2015,Hourly
14046,2015,Hourly
14047,2015,Hourly
14048,2015,Hourly
14049,2015,Hourly
14050,2015,Nonexempt
14052,2015,Hourly
14055,2015,Nonexempt
14056,2015,Nonexempt
14057,2015,Hourly
14058,2015,Hourly
14059,2015,Salary Grade Less 12
14060,2006,Salary Grade 12
14061,2015,Salary Grade Less 12
14062,2015,Nonexempt
14065,2015,Hourly
0,2016,Executive
1,2016,Executive
2,2016,Executive
3,2016,Executive
4,2016,Executive
5,2016,Executive
6,2016,Executive
7,2016,Executive
8,2016,Executive
9,2016,Executive
10,2016,Executive
11,2016,Executive
12,2016,Executive
13,2016,Executive
14,2016,Executive
15,2016,Executive
16,2016,Executive
17,2016,Executive
18,2016,Executive
19,2016,Executive
20,2016,Executive
21,2016,Executive
22,2016,Executive
23,2016,Executive
24,2016,Executive
25,2016,Executive
26,2016,Executive
27,2016,Executive
28,2016,Executive
29,2016,Executive
30,2017,Executive
31,2017,Executive
32,2017,Executive
33,2017,Executive
34,2017,Executive
35,2017,Executive
36,2017,Executive
37,2017,Executive
38,2017,Executive
39,2017,Executive
40,2017,Executive
41,2017,Executive
42,2017,Executive
43,2017,Executive
44,2017,Executive
45,2017,Executive
46,2017,Executive
47,2017,Executive
48,2017,Executive
49,2017,Executive
50,2017,Executive
51,2017,Executive
52,2017,Executive
53,2017,Executive
54,2017,Executive
55,2017,Executive
56,2017,Executive
57,2017,Executive
58,2017,Executive
59,2017,Executive
60,2017,Executive
61,2017,Executive
62,2017,Executive
63,2018,Executive
64,2018,Executive
65,2018,Executive
66,2018,Executive
67,2018,Executive
68,2018,Executive
69,2018,Executive
70,2018,Executive
71,2018,Executive
72,2018,Executive
73,2018,Executive
74,2018,Executive
75,2018,Executive
76,2018,Executive
77,2018,Executive
78,2018,Executive
79,2018,Executive
80,2018,Executive
81,2018,Executive
82,2018,Executive
83,2018,Executive
84,2018,Executive
85,2018,Executive
86,2018,Executive
87,2018,Executive
88,2018,Executive
89,2018,Executive
90,2018,Executive
91,2018,Executive
92,2018,Executive
93,2018,Executive
94,2018,Executive
95,2018,Executive
96,2018,Executive
97,2018,Executive
98,2018,Executive
99,2018,Executive
100,2019,Executive
101,2019,Executive
102,2019,Executive
103,2019,Executive
104,2019,Executive
105,2019,Executive
106,2019,Executive
107,2019,Executive
108,2019,Executive
109,2019,Executive
110,2019,Executive
111,2019,Executive
112,2019,Executive
113,2019,Executive
114,2019,Executive
115,2019,Executive
116,2019,Executive
117,2019,Executive
118,2019,Executive
119,2019,Executive
120,2019,Executive
121,2019,Executive
122,2019,Executive
123,2019,Executive
124,2019,Executive
125,2019,Executive
126,2019,Executive
127,2019,Executive
128,2019,Executive
129,2019,Executive
130,2019,Executive
131,2019,Executive
132,2019,Executive
133,2019,Executive
134,2019,Executive
135,2019,Executive
136,2019,Executive
137,2019,Executive
138,2019,Executive
139,2019,Executive
140,2019,Executive
141,2020,Executive
142,2020,Executive
143,2020,Executive
144,2020,Executive
145,2020,Executive
146,2020,Executive
147,2020,Executive
148,2020,Executive
149,2020,Executive
150,2020,Executive
151,2020,Executive
152,2020,Executive
153,2020,Executive
154,2020,Executive
155,2020,Executive
156,2020,Executive
157,2020,Executive
158,2020,Executive
159,2020,Executive
160,2020,Executive
161,2020,Executive
162,2020,Executive
163,2020,Executive
164,2020,Executive
165,2020,Executive
166,2020,Executive
167,2020,Executive
168,2020,Executive
169,2020,Executive
170,2020,Executive
171,2020,Executive
172,2020,Executive
173,2020,Executive
174,2020,Executive
175,2020,Executive
176,2020,Executive
177,2020,Executive
178,2020,Executive
179,2020,Executive
180,2020,Executive
181,2020,Executive
182,2020,Executive
183,2020,Executive
184,2020,Executive
185,2020,Executive
0,2016,Hourly
1,2016,Hourly
2,2016,Hourly
3,2016,Hourly
4,2016,Hourly
5,2016,Hourly
6,2016,Hourly
7,2016,Hourly
8,2016,Hourly
9,2016,Hourly
10,2016,Hourly
11,2016,Hourly
12,2016,Hourly
13,2016,Hourly
14,2016,Hourly
15,2016,Hourly
16,2016,Hourly
17,2016,Hourly
18,2016,Hourly
19,2016,Hourly
20,2016,Hourly
21,2016,Hourly
22,2016,Hourly
23,2016,Hourly
24,2016,Hourly
25,2016,Hourly
26,2016,Hourly
27,2016,Hourly
28,2016,Hourly
29,2016,Hourly
30,2016,Hourly
31,2016,Hourly
32,2016,Hourly
33,2016,Hourly
34,2016,Hourly
35,2016,Hourly
36,2016,Hourly
37,2016,Hourly
38,2016,Hourly
39,2016,Hourly
40,2016,Hourly
41,2016,Hourly
42,2016,Hourly
43,2016,Hourly
44,2016,Hourly
45,2016,Hourly
46,2016,Hourly
47,2016,Hourly
48,2016,Hourly
49,2016,Hourly
50,2016,Hourly
51,2016,Hourly
52,2016,Hourly
53,2016,Hourly
54,2016,Hourly
55,2016,Hourly
56,2016,Hourly
57,2016,Hourly
58,2016,Hourly
59,2016,Hourly
60,2016,Hourly
61,2016,Hourly
62,2016,Hourly
63,2016,Hourly
64,2016,Hourly
65,2016,Hourly
66,2016,Hourly
67,2016,Hourly
68,2016,Hourly
69,2016,Hourly
70,2016,Hourly
71,2016,Hourly
72,2016,Hourly
73,2016,Hourly
74,2016,Hourly
75,2016,Hourly
76,2016,Hourly
77,2016,Hourly
78,2016,Hourly
79,2016,Hourly
80,2016,Hourly
81,2016,Hourly
82,2016,Hourly
83,2016,Hourly
84,2016,Hourly
85,2016,Hourly
86,2016,Hourly
87,2016,Hourly
88,2016,Hourly
89,2016,Hourly
90,2016,Hourly
91,2016,Hourly
92,2016,Hourly
93,2016,Hourly
94,2016,Hourly
95,2016,Hourly
96,2016,Hourly
97,2016,Hourly
98,2016,Hourly
99,2016,Hourly
100,2016,Hourly
101,2016,Hourly
102,2016,Hourly
103,2016,Hourly
104,2016,Hourly
105,2016,Hourly
106,2016,Hourly
107,2016,Hourly
108,2016,Hourly
109,2016,Hourly
110,2016,Hourly
111,2016,Hourly
112,2016,Hourly
113,2016,Hourly
114,2016,Hourly
115,2016,Hourly
116,2016,Hourly
117,2016,Hourly
118,2016,Hourly
119,2016,Hourly
120,2016,Hourly
121,2016,Hourly
122,2016,Hourly
123,2016,Hourly
124,2016,Hourly
125,2016,Hourly
126,2016,Hourly
127,2016,Hourly
128,2016,Hourly
129,2016,Hourly
130,2016,Hourly
131,2016,Hourly
132,2016,Hourly
133,2016,Hourly
134,2016,Hourly
135,2016,Hourly
136,2016,Hourly
137,2016,Hourly
138,2016,Hourly
139,2016,Hourly
140,2016,Hourly
141,2016,Hourly
142,2016,Hourly
143,2016,Hourly
144,2016,Hourly
145,2016,Hourly
146,2016,Hourly
147,2016,Hourly
148,2016,Hourly
149,2016,Hourly
150,2016,Hourly
151,2016,Hourly
152,2016,Hourly
153,2016,Hourly
154,2016,Hourly
155,2016,Hourly
156,2016,Hourly
157,2016,Hourly
158,2016,Hourly
159,2016,Hourly
160,2016,Hourly
161,2016,Hourly
162,2016,Hourly
163,2016,Hourly
164,2016,Hourly
165,2016,Hourly
166,2016,Hourly
167,2016,Hourly
168,2016,Hourly
169,2016,Hourly
170,2016,Hourly
171,2016,Hourly
172,2016,Hourly
173,2016,Hourly
174,2016,Hourly
175,2016,Hourly
176,2016,Hourly
177,2016,Hourly
178,2016,Hourly
179,2016,Hourly
180,2016,Hourly
181,2016,Hourly
182,2016,Hourly
183,2016,Hourly
184,2016,Hourly
185,2016,Hourly
186,2016,Hourly
187,2016,Hourly
188,2016,Hourly
189,2016,Hourly
190,2016,Hourly
191,2016,Hourly
192,2016,Hourly
193,2016,Hourly
194,2016,Hourly
195,2016,Hourly
196,2016,Hourly
197,2016,Hourly
198,2016,Hourly
199,2016,Hourly
200,2016,Hourly
201,2016,Hourly
202,2016,Hourly
203,2016,Hourly
204,2016,Hourly
205,2016,Hourly
206,2016,Hourly
207,2016,Hourly
208,2016,Hourly
209,2016,Hourly
210,2016,Hourly
211,2016,Hourly
212,2016,Hourly
213,2016,Hourly
214,2016,Hourly
215,2016,Hourly
216,2016,Hourly
217,2016,Hourly
218,2016,Hourly
219,2016,Hourly
220,2016,Hourly
221,2016,Hourly
222,2016,Hourly
223,2016,Hourly
224,2016,Hourly
225,2016,Hourly
226,2016,Hourly
227,2016,Hourly
228,2016,Hourly
229,2016,Hourly
230,2016,Hourly
231,2016,Hourly
232,2016,Hourly
233,2016,Hourly
234,2016,Hourly
235,2016,Hourly
236,2016,Hourly
237,2016,Hourly
238,2016,Hourly
239,2016,Hourly
240,2016,Hourly
241,2016,Hourly
242,2016,Hourly
243,2016,Hourly
244,2016,Hourly
245,2016,Hourly
246,2016,Hourly
247,2016,Hourly
248,2016,Hourly
249,2016,Hourly
250,2016,Hourly
251,2016,Hourly
252,2016,Hourly
253,2016,Hourly
254,2016,Hourly
255,2016,Hourly
256,2016,Hourly
257,2016,Hourly
258,2016,Hourly
259,2016,Hourly
260,2016,Hourly
261,2016,Hourly
262,2016,Hourly
263,2016,Hourly
264,2016,Hourly
265,2016,Hourly
266,2016,Hourly
267,2016,Hourly
268,2016,Hourly
269,2016,Hourly
270,2016,Hourly
271,2016,Hourly
272,2016,Hourly
273,2016,Hourly
274,2016,Hourly
275,2016,Hourly
276,2016,Hourly
277,2016,Hourly
278,2016,Hourly
279,2016,Hourly
280,2016,Hourly
281,2016,Hourly
282,2016,Hourly
283,2016,Hourly
284,2016,Hourly
285,2016,Hourly
286,2016,Hourly
287,2016,Hourly
288,2016,Hourly
289,2016,Hourly
290,2016,Hourly
291,2016,Hourly
292,2016,Hourly
293,2016,Hourly
294,2016,Hourly
295,2016,Hourly
296,2016,Hourly
297,2016,Hourly
298,2016,Hourly
299,2016,Hourly
300,2016,Hourly
301,2016,Hourly
302,2016,Hourly
303,2016,Hourly
304,2016,Hourly
305,2016,Hourly
306,2016,Hourly
307,2016,Hourly
308,2016,Hourly
309,2016,Hourly
310,2016,Hourly
311,2016,Hourly
312,2016,Hourly
313,2016,Hourly
314,2016,Hourly
315,2016,Hourly
316,2016,Hourly
317,2016,Hourly
318,2016,Hourly
319,2016,Hourly
320,2016,Hourly
321,2016,Hourly
322,2016,Hourly
323,2016,Hourly
324,2016,Hourly
325,2016,Hourly
326,2016,Hourly
327,2016,Hourly
328,2016,Hourly
329,2016,Hourly
330,2016,Hourly
331,2016,Hourly
332,2016,Hourly
333,2016,Hourly
334,2016,Hourly
335,2016,Hourly
336,2016,Hourly
337,2016,Hourly
338,2016,Hourly
339,2016,Hourly
340,2016,Hourly
341,2016,Hourly
342,2016,Hourly
343,2016,Hourly
344,2016,Hourly
345,2016,Hourly
346,2016,Hourly
347,2016,Hourly
348,2016,Hourly
349,2016,Hourly
350,2016,Hourly
351,2016,Hourly
352,2016,Hourly
353,2016,Hourly
354,2016,Hourly
355,2016,Hourly
356,2016,Hourly
357,2016,Hourly
358,2016,Hourly
359,2016,Hourly
360,2016,Hourly
361,2016,Hourly
362,2016,Hourly
363,2016,Hourly
364,2016,Hourly
365,2016,Hourly
366,2016,Hourly
367,2016,Hourly
368,2016,Hourly
369,2016,Hourly
370,2016,Hourly
371,2016,Hourly
372,2016,Hourly
373,2016,Hourly
374,2016,Hourly
375,2016,Hourly
376,2016,Hourly
377,2016,Hourly
378,2016,Hourly
379,2016,Hourly
380,2016,Hourly
381,2016,Hourly
382,2016,Hourly
383,2016,Hourly
384,2016,Hourly
385,2016,Hourly
386,2016,Hourly
387,2016,Hourly
388,2016,Hourly
389,2016,Hourly
390,2016,Hourly
391,2016,Hourly
392,2016,Hourly
393,2016,Hourly
394,2016,Hourly
395,2016,Hourly
396,2016,Hourly
397,2016,Hourly
398,2016,Hourly
399,2016,Hourly
400,2016,Hourly
401,2016,Hourly
402,2016,Hourly
403,2016,Hourly
404,2016,Hourly
405,2016,Hourly
406,2016,Hourly
407,2016,Hourly
408,2016,Hourly
409,2016,Hourly
410,2016,Hourly
411,2016,Hourly
412,2016,Hourly
413,2016,Hourly
414,2016,Hourly
415,2016,Hourly
416,2016,Hourly
417,2016,Hourly
418,2016,Hourly
419,2016,Hourly
420,2016,Hourly
421,2016,Hourly
422,2016,Hourly
423,2016,Hourly
424,2016,Hourly
425,2016,Hourly
426,2016,Hourly
427,2016,Hourly
428,2016,Hourly
429,2016,Hourly
430,2016,Hourly
431,2016,Hourly
432,2016,Hourly
433,2016,Hourly
434,2016,Hourly
435,2016,Hourly
436,2016,Hourly
437,2016,Hourly
438,2016,Hourly
439,2016,Hourly
440,2016,Hourly
441,2016,Hourly
442,2016,Hourly
443,2016,Hourly
444,2016,Hourly
445,2016,Hourly
446,2016,Hourly
447,2016,Hourly
448,2016,Hourly
449,2016,Hourly
450,2016,Hourly
451,2016,Hourly
452,2016,Hourly
453,2016,Hourly
454,2016,Hourly
455,2016,Hourly
456,2016,Hourly
457,2016,Hourly
458,2016,Hourly
459,2016,Hourly
460,2016,Hourly
461,2016,Hourly
462,2016,Hourly
463,2016,Hourly
464,2016,Hourly
465,2016,Hourly
466,2016,Hourly
467,2016,Hourly
468,2016,Hourly
469,2016,Hourly
470,2016,Hourly
471,2016,Hourly
472,2016,Hourly
473,2016,Hourly
474,2016,Hourly
475,2016,Hourly
476,2016,Hourly
477,2016,Hourly
478,2016,Hourly
479,2016,Hourly
480,2016,Hourly
481,2016,Hourly
482,2016,Hourly
483,2016,Hourly
484,2016,Hourly
485,2016,Hourly
486,2016,Hourly
487,2016,Hourly
488,2016,Hourly
489,2016,Hourly
490,2016,Hourly
491,2016,Hourly
492,2016,Hourly
493,2016,Hourly
494,2016,Hourly
495,2016,Hourly
496,2016,Hourly
497,2016,Hourly
498,2016,Hourly
499,2016,Hourly
500,2016,Hourly
501,2016,Hourly
502,2016,Hourly
503,2016,Hourly
504,2016,Hourly
505,2016,Hourly
506,2016,Hourly
507,2016,Hourly
508,2016,Hourly
509,2016,Hourly
510,2016,Hourly
511,2016,Hourly
512,2016,Hourly
513,2016,Hourly
514,2016,Hourly
515,2016,Hourly
516,2016,Hourly
517,2016,Hourly
518,2016,Hourly
519,2016,Hourly
520,2016,Hourly
521,2016,Hourly
522,2016,Hourly
523,2016,Hourly
524,2016,Hourly
525,2016,Hourly
526,2016,Hourly
527,2016,Hourly
528,2016,Hourly
529,2016,Hourly
530,2016,Hourly
531,2016,Hourly
532,2016,Hourly
533,2016,Hourly
534,2016,Hourly
535,2016,Hourly
536,2016,Hourly
537,2016,Hourly
538,2016,Hourly
539,2016,Hourly
540,2016,Hourly
541,2016,Hourly
542,2016,Hourly
543,2016,Hourly
544,2016,Hourly
545,2016,Hourly
546,2016,Hourly
547,2016,Hourly
548,2016,Hourly
549,2016,Hourly
550,2016,Hourly
551,2016,Hourly
552,2016,Hourly
553,2016,Hourly
554,2016,Hourly
555,2016,Hourly
556,2016,Hourly
557,2016,Hourly
558,2016,Hourly
559,2016,Hourly
560,2016,Hourly
561,2016,Hourly
562,2016,Hourly
563,2016,Hourly
564,2016,Hourly
565,2016,Hourly
566,2016,Hourly
567,2016,Hourly
568,2016,Hourly
569,2016,Hourly
570,2016,Hourly
571,2016,Hourly
572,2016,Hourly
573,2016,Hourly
574,2016,Hourly
575,2016,Hourly
576,2016,Hourly
577,2016,Hourly
578,2016,Hourly
579,2016,Hourly
580,2016,Hourly
581,2016,Hourly
582,2016,Hourly
583,2016,Hourly
584,2016,Hourly
585,2016,Hourly
586,2016,Hourly
587,2016,Hourly
588,2016,Hourly
589,2016,Hourly
590,2016,Hourly
591,2016,Hourly
592,2016,Hourly
593,2016,Hourly
594,2016,Hourly
595,2016,Hourly
596,2016,Hourly
597,2016,Hourly
598,2016,Hourly
599,2016,Hourly
600,2016,Hourly
601,2016,Hourly
602,2016,Hourly
603,2016,Hourly
604,2016,Hourly
605,2016,Hourly
606,2016,Hourly
607,2016,Hourly
608,2016,Hourly
609,2016,Hourly
610,2016,Hourly
611,2016,Hourly
612,2016,Hourly
613,2016,Hourly
614,2016,Hourly
615,2016,Hourly
616,2016,Hourly
617,2016,Hourly
618,2016,Hourly
619,2016,Hourly
620,2016,Hourly
621,2016,Hourly
622,2016,Hourly
623,2016,Hourly
624,2016,Hourly
625,2016,Hourly
626,2016,Hourly
627,2016,Hourly
628,2016,Hourly
629,2016,Hourly
630,2016,Hourly
631,2016,Hourly
632,2016,Hourly
633,2016,Hourly
634,2016,Hourly
635,2016,Hourly
636,2016,Hourly
637,2016,Hourly
638,2016,Hourly
639,2016,Hourly
640,2016,Hourly
641,2016,Hourly
642,2016,Hourly
643,2016,Hourly
644,2016,Hourly
645,2016,Hourly
646,2016,Hourly
647,2016,Hourly
648,2016,Hourly
649,2016,Hourly
650,2016,Hourly
651,2016,Hourly
652,2016,Hourly
653,2016,Hourly
654,2016,Hourly
655,2016,Hourly
656,2016,Hourly
657,2016,Hourly
658,2016,Hourly
659,2016,Hourly
660,2016,Hourly
661,2016,Hourly
662,2016,Hourly
663,2016,Hourly
664,2016,Hourly
665,2016,Hourly
666,2016,Hourly
667,2016,Hourly
668,2016,Hourly
669,2016,Hourly
670,2016,Hourly
671,2016,Hourly
672,2016,Hourly
673,2016,Hourly
674,2016,Hourly
675,2016,Hourly
676,2016,Hourly
677,2016,Hourly
678,2016,Hourly
679,2016,Hourly
680,2016,Hourly
681,2016,Hourly
682,2016,Hourly
683,2016,Hourly
684,2016,Hourly
685,2016,Hourly
686,2016,Hourly
687,2016,Hourly
688,2016,Hourly
689,2016,Hourly
690,2016,Hourly
691,2016,Hourly
692,2016,Hourly
693,2016,Hourly
694,2016,Hourly
695,2016,Hourly
696,2016,Hourly
697,2016,Hourly
698,2016,Hourly
699,2016,Hourly
700,2016,Hourly
701,2016,Hourly
702,2016,Hourly
703,2016,Hourly
704,2016,Hourly
705,2016,Hourly
706,2016,Hourly
707,2016,Hourly
708,2016,Hourly
709,2016,Hourly
710,2016,Hourly
711,2016,Hourly
712,2016,Hourly
713,2016,Hourly
714,2016,Hourly
715,2016,Hourly
716,2016,Hourly
717,2016,Hourly
718,2016,Hourly
719,2016,Hourly
720,2016,Hourly
721,2016,Hourly
722,2016,Hourly
